"Code","Frame","Time (mins)","TapeReader","Sampling period","Date","Site","Treatment","Camera no.","spp","Stage","Activity","count"
"EP_RS2_B7_20Apr2026",45532,25.3209,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",45532,25.3209,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",45532,25.3209,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",45532,25.3209,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",45532,25.3209,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",45532,25.3209,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",45532,25.3209,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",48261,26.8385,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Microcanthus.strigatus","AD","Passing",1
"EP_RS2_B7_20Apr2026",57928,32.2144,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",58636,32.6081,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Parupeneus.spilurus","AD","Passing",1
"EP_RS2_B7_20Apr2026",58636,32.6081,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Acanthopagrus.australis","AD","Passing",1
"EP_RS2_B7_20Apr2026",58636,32.6081,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Acanthopagrus.australis","AD","Passing",1
"EP_RS2_B7_20Apr2026",58636,32.6081,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Acanthopagrus.australis","AD","Passing",1
"EP_RS2_B7_20Apr2026",58670,32.627,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Abudefduf.sexfasciatus","AD","Passing",1
"EP_RS2_B7_20Apr2026",58670,32.627,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Abudefduf.sexfasciatus","AD","Passing",1
"EP_RS2_B7_20Apr2026",62023,34.4917,"SBP","6 months","20/04/2026","Ellery Punt","Rocky shore 2","B7","Abudefduf.sexfasciatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",9909,5.5105,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",12111,6.7351,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Ambassis.jackoniensis","AD","Transient",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
"PB_RS1_B10_20Apr2026",12358,6.8724,"SBP","6 months","20/04/2026","Pearl Bay","Rocky shore 1","B10","Trachiops.taeniatus","AD","Passing",1
